,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
87544,87544,US,"An interesting wine that's far more subtle than the price suggests. Blended from Roussanne and Grenache Blanc, it displays a complex balance of fresh fruits, herbs, cashews, smoked meats and vanilla, while remaining lively in acidity and fundamentally dry. Easily the best white wine yet from Minassian-Young.",White,91,16.0,California,Paso Robles,Central Coast,,,Minassian-Young 2011 White Roussanne-Grenache Blanc (Paso Robles),Roussanne-Grenache Blanc,Minassian-Young
38050,38050,US,"This high-wire wine skirts along tart red fruits with a stiff herbal spine. Sourced from Lange Estate, Freedom Hill and Yamhill vineyards, it was aged in 40% new French oak. A nice streak of espresso, licorice and char completes the finish.",Three Hills Cuvée,90,50.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Lange 2014 Three Hills Cuvée Pinot Noir (Willamette Valley),Pinot Noir,Lange
101895,101895,Italy,"This delicious blend of Syrah, Cabernet Franc, Merlot and Petit Verdot opens with aromas of ripe black fruit, berries, tilled soil, blue flower and spice. The concentrated palate delivers fleshy black cherry, red currants, black pepper and graphite alongside smooth tannins. The long finish closes on a licorice note.",Insoglio del Cinghiale,91,30.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Campo di Sasso 2012 Insoglio del Cinghiale Red (Toscana),Red Blend,Campo di Sasso
22444,22444,Italy,"Toasted notes of almond and spice give this expression of Cabernet Sauvignon momentum and density. Blackberry, moist earth and tobacco aromas make up the generous bouquet.",Mazzaferrata,89,44.0,Tuscany,Colli della Toscana Centrale,,,,Marchesi Gondi 2006 Mazzaferrata Cabernet Sauvignon (Colli della Toscana Centrale),Cabernet Sauvignon,Marchesi Gondi
55899,55899,US,"A blend of half Chardonnay, half Pinot Noir, the organically-certified grapes for this sparkler hail from the 2010 vintage. This is a light, barely aromatic wine that's refreshingly high in acidity. It tastes remarkably like a Gravenstein apple, but could also be mistaken for a delicious hard cider.",Cuvée Brut,87,25.0,California,Potter Valley,,Virginie Boone,@vboone,McFadden NV Cuvée Brut Sparkling (Potter Valley),Sparkling Blend,McFadden
98640,98640,Italy,"Tanca Farra is the name of the soil; the grapes are Cabernet Sauvignon (50%) and the Sardinian workhorse, Cannonau (50%). They work well together in this wine, which opens nicely to reveal black-fruit notes. The palate experience is ripe tannins, adequate acidity and a good mouthfeel. The finish is long, with cherry and plum notes.",Tanca Farra,88,16.0,Sicily & Sardinia,Sardinia,,,,Sella & Mosca 1995 Tanca Farra Red (Sardinia),Red Blend,Sella & Mosca
115855,115855,France,"This is a rich jammy wine. Great black fruits and dark tannins are mixed with touches of chocolate and bitter coffee. It is dense, although with the acidity of the year it has a crispness that contrasts with the richness. Drink this ripe wine from 2026.",,91,,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Bellevue-Mondotte 2014  Saint-Émilion,Bordeaux-style Red Blend,Château Bellevue-Mondotte
14441,14441,Portugal,"This is a concentrated, extracted wine, packed with black fruits and firm tannins. As a reserva, it is constructed for aging, both sweetly fruity and darkly structured. It has all the richness of Alentejano fruit, while still keeping some acidity and freshness to finish.",Alento Reserva,91,26.0,Alentejano,,,Roger Voss,@vossroger,Monte Branco 2010 Alento Reserva Red (Alentejano),Portuguese Red,Monte Branco
127279,127279,Italy,"Fragrant and refined, this opens with scents of white spring flowers and just picked orchard fruit. The bright, creamy palate doles out green apple, pear, white peach and a hint of chopped herbs. Bright acidity lifts the juicy flavors while a soft mousse lends elegance. It closes on an almond note.",Brut,92,19.0,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,Kerin O’Keefe,@kerinokeefe,Vettori NV Brut  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Vettori
1937,1937,Chile,"This blend of Cabernet Franc and Petit Verdot opens with fiery, oaky aromas that include cherry, cassis and vanilla. The palate has a severe tartaric shear to it along with clampy tannins. High-toned flavors of raspberry and plum are propped up by blazing acidity, while the finish is herbal and peppery in taste, with a scouring feel.",Tribute Edicion Limitada Cabernet Franc-Petit Verdot,87,30.0,Colchagua Valley,,,Michael Schachner,@wineschach,Caliterra 2010 Tribute Edicion Limitada Cabernet Franc-Petit Verdot Red (Colchagua Valley),Red Blend,Caliterra
4080,4080,US,"A blend of Syrah, Merlot and Malbec, this wine has aromas of berry, cocoa and vanilla. The cranberry and cherry flavors are tart and full flavored with a velvety feel.",,90,31.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,The Conqueror 2012 Red (Horse Heaven Hills),Red Blend,The Conqueror
39315,39315,France,"Hugely rich, this was fermented in egg-shaped cuves that have given an impressively rounded character to a wine still so young. The tannins are opulent, letting the black fruits speak powerfully. It still is a wine to age, so drink after 2019.",Le Sang de la Vigne,94,30.0,Southwest France,Cahors,,Roger Voss,@vossroger,Château de Gaudou 2012 Le Sang de la Vigne Malbec (Cahors),Malbec,Château de Gaudou
68309,68309,France,"Blending the three red grapes of Gaillac (Duras, Braucol and Syrah), this is an impressively rich wine, with signs of its wood aging just integrating with the ripe black-currant fruit and firm tannins. It has an exhilarating aftertaste of acidity and young fruits. Drink from 2020.",Les Gravels,91,,Southwest France,Gaillac,,Roger Voss,@vossroger,Domaine Rotier 2015 Les Gravels Red (Gaillac),Red Blend,Domaine Rotier
56050,56050,US,"The cherry, red currant and smoky oak flavors on this wine are delicious, and with the light, silky texture and vibrant acidity, you might think it was Pinot Noir. Beautiful to drink now with your favorite Italian-inspired beef entrée, but stay away from tomatoes.",Alegria Vineyard,88,33.0,California,Russian River Valley,Sonoma,,,Acorn 2010 Alegria Vineyard Dolcetto (Russian River Valley),Dolcetto,Acorn
69633,69633,Italy,"Aromas of ripe pear, citrus and nuts mingle in the glass. The bright, linear palate delivers juicy yellow peach, mature apple, nectarine, sage and toasted almond alongside crisp acidity. It closes on a smoky mineral note.",,89,22.0,Southern Italy,Greco di Tufo,,Kerin O’Keefe,@kerinokeefe,Villa Matilde 2013  Greco di Tufo,Greco,Villa Matilde
114462,114462,New Zealand,"Tohu is a wine company owned by New Zealand's indigenous peoples, the Maori. The wines have been mixed over the years, but this is an excellent bottling. It boasts a full, ample mouthfeel and plenty of supple tannins. Black cherry fruit marries well with complex savory notes, while hints of pomegranate brighten the aromas. Drink now.",Single Vineyard,90,23.0,Marlborough,,,Joe Czerwinski,@JoeCz,Tohu 2010 Single Vineyard Pinot Noir (Marlborough),Pinot Noir,Tohu
71588,71588,Spain,"Cherry and raspberry aromas are a little scratchy, with accents of toast, leather and roasted meat. The palate, on the other hand, is more lean, driving and citric than in riper years; it's crisp and fresh, with red plum, pie cherry and toasty oak flavors. Clean, lean and ready to drink.",Crianza,88,18.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Sierra Cantabria 2007 Crianza  (Rioja),Tempranillo,Sierra Cantabria
13958,13958,Italy,"A blend of Insolia and Chardonnay, this wine opens with subdued aromas of yellow spring flowers and pear. The round, straightforward palate offers golden apple, white peach and lemon zest alongside fresh acidity.",Calanica,87,15.0,Sicily & Sardinia,Terre Siciliane,,Kerin O’Keefe,@kerinokeefe,Duca di Salaparuta 2013 Calanica White (Terre Siciliane),White Blend,Duca di Salaparuta
109994,109994,Italy,"Aromas of citrus blossom, orchard fruit and sea salt emerge in the glass. The crisp savory palate offers lemon, nectarine and a hint of white almond alongside bright acidity.",Shamaris,89,24.0,Sicily & Sardinia,Sicilia,,Kerin O’Keefe,@kerinokeefe,Cusumano 2016 Shamaris Grillo (Sicilia),Grillo,Cusumano
126182,126182,US,"Hard in tannins and acidic, this is a pretty unrelieved wine when it comes to palate enjoyment. It's not offering much, but there is a big heart of blackberries and dark, ripe cherries, leading to speculations about ageability. Since this is Petite Sirah, it's likely to gradually soften and mellow for at least ten years.",Reserve,88,38.0,California,Livermore Valley,Central Coast,,,Concannon 2006 Reserve Petite Sirah (Livermore Valley),Petite Sirah,Concannon
84868,84868,US,"The Napa-Sonoma winery, straddled across two counties, has added 12% Cabernet Sauvignon to the Cab Franc in this wine. The result is sizable in ripe, blueberry and blackberry fruit, soft tannins and a finish of dark chocolate. Void of any of the variety's signature herbaceous signature, it could easily be mistaken for Cabernet Sauvignon.",,88,65.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Pride Mountain 2011 Cabernet Franc (Sonoma County),Cabernet Franc,Pride Mountain
40207,40207,US,This is a wine to drink from a carafe in an inexpensive bistro with just about anything that makes you happy. The cherry-berry flavors will wash down everything from steak to fries.,Sultry Red Bistro Style,84,13.0,California,California,California Other,,,Hey Mambo 2008 Sultry Red Bistro Style Red (California),Red Blend,Hey Mambo
72301,72301,France,"Ripe and full of fruit, the wine also has a firmer tannic structure that gives concentration. The rich cherry and red plum fruits show strongly through the drier core, adding their rounded feel and contrasting with the acidity that comes through at the end.",Château de Saint Lager,87,18.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Château de Pizay 2013 Château de Saint Lager  (Brouilly),Gamay,Château de Pizay
30129,30129,US,"Out of the gate this wine reveals quite savory aromas of stems, fire pit, soot, black olive and light flowers. The flavors are intense and tightly wound, showing a lot of structure along with elegance. It's a flat out stunner, showing grace and power as well as a hyper-extended finish.",Bionic Frog,95,105.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Cayuse 2013 Bionic Frog Syrah (Walla Walla Valley (WA)),Syrah,Cayuse
83361,83361,US,"A huge wine, fat with the characteristic Cayuse funk, and accented with plenty of meaty asphalt. Potent and powerful, bursting with berries and plums, scented with the aromas of earth and sweet (not dried) herb, chicken stock and flavors that run through the same exotic range. Round and full, forward and balanced, drinking well and maybe just a bit rounder than its brethren.",En Chamberlin Vineyard,96,70.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Cayuse 2008 En Chamberlin Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Cayuse
97847,97847,France,"Peppery spice, cassis fruit and some savory notes sum up this medium-bodied wine. It's just not that complex or concentrated, but it remains an attractive wine for near-term consumption. Drink it with grilled meats to help balance the dry, dusty tannins that poke out on the finish.",,89,73.0,Rhône Valley,Côte Rôtie,,Joe Czerwinski,@JoeCz,Maison Nicolas Perrin 2013  Côte Rôtie,Rhône-style Red Blend,Maison Nicolas Perrin
101827,101827,US,"Gravenstein apple, honeysuckle and jasmine aromas show on the relatively boisterous nose of this bottling from a large vineyard on Highway 46 east of Paso Robles. There is compellingly grippy texture to the sip, with ripe flavors of pear and honeydew melon. A salty acidity takes it to the next level.",,89,24.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Broken Earth 2015 Albariño (Paso Robles),Albariño,Broken Earth
98921,98921,Germany,"While dry and delicate in body, this intense, penetrating Riesling is lush with sun-drenched peaches. A steely, mineral tone lends gravitas to the midpalate, finishing lean, elegant and bright. Enjoy now for its exuberant youth, but store some away to enjoy as its minerality intensifies from 2020 on.",Graach Josephshöfer Trocken GG,94,65.0,Mosel,,,Anna Lee C. Iijima,,Reichsgraf von Kesselstatt 2012 Graach Josephshöfer Trocken GG Riesling (Mosel),Riesling,Reichsgraf von Kesselstatt
9718,9718,US,"This smells toasty, spicy and nicely oaky. Rich and plummy, it tastes blackberry-like, jammy and opulent with hints of clove and cassis. Stylish and polished, it's big in flavors and full in body, with soft tannins. It's a sophisticated wine that offers plenty of enjoyment.",,90,40.0,California,Amador County,Sierra Foothills,Jim Gordon,@gordone_cellars,Renwood 2012 Syrah (Amador County),Syrah,Renwood
99863,99863,Italy,"La Corte del Pozzo is an easy-going Ripasso with bright berry nuances and loads of natural freshness and crispness. The wine would pair with easy, fatty foods like pizza or lasagna with melted mozzarella.",La Corte del Pozzo,86,,Veneto,Valpolicella Ripasso,,,,Gino Fasoli 2006 La Corte del Pozzo  (Valpolicella Ripasso),"Corvina, Rondinella, Molinara",Gino Fasoli
58196,58196,US,"This intriguing bottling shows the cool vintage's influence. The nearly vegetal nose conveys snapped twigs, mulch, red cherry and cracked pepper, and the palate shows similar characteristics, proving light in density. It's lively, but may confuse those seeking a rich red.",Camp Four Vineyard,88,18.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Standing Sun 2011 Camp Four Vineyard Merlot (Santa Barbara County),Merlot,Standing Sun
33913,33913,US,"Lees aromas mix with notes of custard, poached pear, cinnamon and well-integrated barrel accents. The palate shows a sense of finesse and grace that carries through the finish.",Stillwater Creek Vineyard,89,25.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Saviah 2013 Stillwater Creek Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Saviah
103548,103548,US,"This is a high-toned white driven by citrus and pear flavors, with a punch of oaky power and full-bodied richness on the finish.",,91,34.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Maxville 2015 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Maxville
81741,81741,US,"This wine is all about feel, with light aromas of soda water leading to off-dry, broad-feeling flavors that go down easy.",The Expedition,85,15.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Canoe Ridge 2014 The Expedition Pinot Gris (Horse Heaven Hills),Pinot Gris,Canoe Ridge
9265,9265,US,"Apricot, fig and fresh-cut grass intertwine on the nose of this pungently crisp white, lengthy in honeydew melon. Light bodied and lightly textured, it offers a burst of acidity on the finish.",,86,20.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Hanna 2015 Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,Hanna
115935,115935,Spain,"Combine a warm year with too much time in bottle and this is what you get. This chunky, barrel-fermented Verdejo smells and tastes of early oxidation; it's creamy on the palate and strained in terms of flavors. Wheaty, leesy, faded melon and apple flavors have lost their verve.",Naiades,84,37.0,Northern Spain,Rueda,,Michael Schachner,@wineschach,Naia 2012 Naiades Verdejo (Rueda),Verdejo,Naia
111130,111130,France,"90-92 Great structure, great acidity, with the ripe fruit pierced with acidity. The tannins are hugely powerful and dry.",Barrel sample La Dame de Montrose,91,,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château Montrose 2010 Barrel sample La Dame de Montrose  (Saint-Estèphe),Bordeaux-style Red Blend,Château Montrose
41402,41402,US,"This is Doubleback's first vintage to include estate-grown grapes in the blend. Truffle, mocha and ripe purple-fruit scents explode from the glass. Ample acidity underscores the chewy tannins. A dense and ageworthy wine, this needs more bottle-age to show its best; try after 2018.",,94,89.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Doubleback 2011 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Doubleback
14433,14433,Portugal,"The wine is ripe and perfumed. It suffers from high alcohol that comes through in the peppery edge to the otherwise full-bodied black fruits. The wine is balanced, now mature and with an intense juicy aftertaste.",QP,86,12.0,Alentejano,,,Roger Voss,@vossroger,Marcolino Sebo 2012 QP Syrah (Alentejano),Syrah,Marcolino Sebo
69405,69405,Italy,"A 50-50 blend of Merlot and Syrah, this easygoing wine opens with aromas of red currant, graphite and cracked peppercorn. The lively palate offers blackberries, blueberries and clove alongside tangy acidity and dusty tannins.",Inedito,87,18.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Terre del Marchesato 2013 Inedito Red (Toscana),Red Blend,Terre del Marchesato
82124,82124,France,"This wine is fresh, crisply fruity and toasty without missing the apple and pear flavors that give juiciness behind the texture. It's ripe and is developing well. Drink from 2017.",Les Perrières Tête de Cru,88,54.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Domaine Ferret 2013 Les Perrières Tête de Cru  (Pouilly-Fuissé),Chardonnay,Domaine Ferret
53360,53360,US,"This is a very good Cab to drink now for its firm, dry mouthfeel and ripe flavors of cherries, currants and cedar. It feels elegant and distinguished. But it's also thick in dusty tannins, and should slowly evolve in the bottle for 6–7 years.",,89,50.0,California,Rutherford,Napa,,,Emblem 2007 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Emblem
30377,30377,US,"Made in the modern cult style, this Cabernet is softly luscious, oaky and enormously rich. It shows ripe, almost sweet flavors of blackberries, raspberries and cassis, and ends with a spicy finish. A big, powerfully luscious wine that could pick up bottle complexities over the next few years.",Fifth Edition,91,80.0,California,Napa Valley,Napa,,,Robledo 2006 Fifth Edition Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Robledo
81736,81736,New Zealand,"The 2015 version of this wine has scored big in New Zealand wine competitions, but this vintage is best consumed soon. It still retains a lovely, slightly creamy texture, but the aromas and flavors are trending toward sweet peas and green tomatoes. Drink up.",,85,15.0,Marlborough,,,Joe Czerwinski,@JoeCz,Starborough 2014 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Starborough
40700,40700,New Zealand,"A crisp, fruit-forward red to pair with a variety of dishes, Villa Maria's 2009 Private Bin is a mouthwatering introduction to what looks to be a top-notch Hawke's Bay vintage. Cherry fruit and subtle baking spices combine easily on the palate, ending on a slightly dusty note.",Private Bin Merlot-Cabernet Sauvignon-Cabernet Franc-Malbec,87,15.0,Hawke's Bay,,,Joe Czerwinski,@JoeCz,Villa Maria 2009 Private Bin Merlot-Cabernet Sauvignon-Cabernet Franc-Malbec Red (Hawke's Bay),Bordeaux-style Red Blend,Villa Maria
93999,93999,France,"Reuilly has the peculiarity of having rosés from Pinot Gris, even though its reds are from Pinot Noir. This perfumed wine with its pale color brings out the slightly dusty character of the grape. That's contrasted with the intense acidity and black currant fruit flavors. Drink now.",Petit Gris,85,20.0,Loire Valley,Reuilly,,Roger Voss,@vossroger,Domaine Dyckerhoff 2014 Petit Gris Rosé (Reuilly),Rosé,Domaine Dyckerhoff
67579,67579,US,"An appealing wine with notes of coffee, blueberry and plum, with the aromas giving a suggestion of confection. The palate doesn't hang together end to end but it still provides plenty of enjoyment.",The Huntsman,88,15.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Ross Andrew 2012 The Huntsman Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Ross Andrew
126892,126892,Portugal,"An easygoing ripe red, with the minerality of the Dão rounded into sweeter damson and red berry fruits. There's an attractive layer of acidity for freshness. Drink now.",Aliança Particular,87,14.0,Dão,,,Roger Voss,@vossroger,Caves Aliança 2008 Aliança Particular Red (Dão),Portuguese Red,Caves Aliança
8158,8158,US,"A sweet smell of honeysuckle and grapefruit candy permeates the nose of this bottling, along with cut honeydew melon and apple blossom. Sugary mandarin juice is the primary flavor on the palate, but it's properly offset by acidity a chalky texture.",,87,29.0,California,Central Coast,,Matt Kettmann,@mattkettmann,Coquelicot 2016 Riesling,Riesling,Coquelicot
84066,84066,US,"You can think of this as a second label of Lancaster, the Cab producer whose estate vineyard the grapes come from. It's a pretty good Cab, strongly flavored and dry, with brisk tannins and a streak of herbs. The currant flavors taste a little overripe and raisiny.",,85,35.0,California,Alexander Valley,Sonoma,,,Roth 2005 Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Roth
68709,68709,US,"Arger-Martucci hits bigtime with this Cabernet Franc-based Bordeaux-style blend. It marches in a different direction from the soft cult style, showing brisk acidity, hard tannins and relatively moderate alcohol. Yet there's nothing light about the complex blackberry, cherry and currant flavors. Wonderful to drink now, and it will reward aging over the next 5–6 years.",Estate Reserve,94,50.0,California,Napa Valley,Napa,,,Arger-Martucci 2007 Estate Reserve Red (Napa Valley),Bordeaux-style Red Blend,Arger-Martucci
49364,49364,Italy,"A blend of 70% Sangiovese, 15% Sagrantino and 15% Merlot, this opens with aromas of blue flower, plum cake, raisin, mocha and a whiff of resin. The dense palate offers blackberry, plum, vanilla, roasted coffee bean and sage alongside tightly compacted tannins that need to unwind.",Riserva,89,46.0,Central Italy,Montefalco Rosso,,Kerin O’Keefe,@kerinokeefe,Arnaldo Caprai 2009 Riserva  (Montefalco Rosso),Red Blend,Arnaldo Caprai
48331,48331,US,"A playful blend of Cabernet Sauvignon, Syrah, Grenache, Merlot, Petit Verdot, Cabernet Franc and Petite Sirah, this hearty bottling delivers something for everyone, from the austere, classic nature of the Bordeaux varieties to the fruitiness and savory leather tones of the Rhônes. It's made to be bold, black and enjoyable now; pack a bottle or two for your next adventures, eye patch optional.",Pirate TreasuRed,90,65.0,California,Napa Valley,Napa,Virginie Boone,@vboone,La Sirena 2012 Pirate TreasuRed Red (Napa Valley),Red Blend,La Sirena
17366,17366,France,"Lightly perfumed, this soft, ripe wine has attractive acidity that is balanced by ripe yellow- and white-stone fruits. The acidity at the end is just right. Drink now.",Passeport Bordeaux Blanc by Laurent Prada,88,10.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Barton & Guestier 2016 Passeport Bordeaux Blanc by Laurent Prada  (Bordeaux Blanc),Bordeaux-style White Blend,Barton & Guestier
22600,22600,Portugal,"There are big tannins in this wine along with the hallmark perfumes that are typical of the grape. Also typical is the one-dimensional character of the 100% Touriga Nacional. So it is rich, packed with black fruit but just missing an extra something. Drink the wine from 2020.",Reserva,89,35.0,Dão,,,Roger Voss,@vossroger,Quinta das Marias 2014 Reserva Touriga Nacional (Dão),Touriga Nacional,Quinta das Marias
38808,38808,Italy,"Made from Chardonnay and Pinot Nero, this sparkling wine offers peach and melon sensations along with notes of bitter almond. It has a vigorous palate with a crisp, clean finish. Pair it with appetizers, salami or cheese.",Brut,88,30.0,Lombardy,Franciacorta,,Kerin O’Keefe,@kerinokeefe,Ronco Calino NV Brut Sparkling (Franciacorta),Sparkling Blend,Ronco Calino
4342,4342,US,"This is the best of the 2015 vineyard designates from Soléna. It's a pretty wine with bright raspberry fruit. There's a gentle touch of stem, which helps to frame it, and a dark vein of espresso and cacao running through the tannins.",Prince Hill Vineyard,90,48.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Soléna 2015 Prince Hill Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Soléna
21148,21148,Italy,"This hearty red has aromas of scorched earth, dry forest floor, French oak and grilled herb. The robust palate shows the heat of the vintage, offering raisin, toasted oak, licorice and clove alongside dusty drying tannins and modest acidity.",Coste Bianche,87,52.0,Veneto,Amarone della Valpolicella,,Kerin O’Keefe,@kerinokeefe,Tenute Fiorebelli 2011 Coste Bianche  (Amarone della Valpolicella),Corvina,Tenute Fiorebelli
4976,4976,US,"Ripe, forward flavors of raspberries, cherries and cola mark this Pinot Noir. It's gentle in the mouth and nice and low in alcohol. Seems too soft for aging, so drink over the next 2–3 years with a great steak.",Floodgate Vineyard Rock Hill,89,55.0,California,Russian River Valley,Sonoma,,,Alysian 2010 Floodgate Vineyard Rock Hill Pinot Noir (Russian River Valley),Pinot Noir,Alysian
83354,83354,US,"A subtle, complex, utterly distinctive mix of flavors, with opening streaks of butter cookie, then mushroom broth, tightly wound berry fruit, earthy coffee grounds and even darker streaks of espresso and smoke and licorice. It is deeply layered with flavors that just keep piling on. Amazing wine.",En Cerise Vineyard,98,70.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Cayuse 2008 En Cerise Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Cayuse
37830,37830,US,"Dark, bold, potent and young are just a few words to describe this Cabernet, which contains a splash of Petit Verdot and Malbec. Shows concentrated blackberry, black currant and violet flavors that turn sweet and chocolaty on the finish, although the wine itself is perfectly dry. Quite tannic, which suggests ageability, although high alcohol of 15.5% will be controversial in some circles. Best after 2013, in a proper cellar.",Georges de Latour Private Reserve,93,115.0,California,Rutherford,Napa,,,Beaulieu Vineyard 2007 Georges de Latour Private Reserve Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Beaulieu Vineyard
99683,99683,US,"This is a blend of some of the winery's best vineyards. The '06 is quite a good wine, but showcases some of the limitations of the vintage. Structurally, it's fine, with a good acid-tannin balance, but it could be more concentrated. The cherry and currant flavors are a little unfocused.",Westside Road Neighbors,89,65.0,California,Russian River Valley,Sonoma,,,Williams Selyem 2006 Westside Road Neighbors Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
32726,32726,US,"This is solidly anchored in its ripe cherry fruit, a rich mouthful that represents the best of the winery's 2012 lineup of reserve bottlings. Highlights of citrus fruits elevate the acids, and there is a pleasing hint of toast across the full midpalate.",Carlton Hill Vineyard Reserve,90,40.0,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,Walnut City WineWorks 2012 Carlton Hill Vineyard Reserve Pinot Noir,Pinot Noir,Walnut City WineWorks
34544,34544,US,"From older vines comes this very dry, tannic young wine. It has a distinguished minerality anchoring the black cherry, cola and spice flavors. Almost old fashioned in style, with some ruggedness to the texture. Give it until after 2014.",Sanford & Benedict Vineyard,92,50.0,California,Sta. Rita Hills,Central Coast,,,Bonaccorsi 2008 Sanford & Benedict Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Bonaccorsi
4146,4146,US,"Baked black plum, dark strawberry and baking spice show on the well-integrated and elegant nose of this bottling by New Zealand-raised winemaker Fintan du Fresne. A chalky mouthfeel carries forth flavors of bright boysenberry fruit, loam and more brown spice, elements that are sure to gather more power with extended bottle age.",Califa,92,60.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Chamisal Vineyards 2014 Califa Pinot Noir (Edna Valley),Pinot Noir,Chamisal Vineyards
63099,63099,France,"Produced from Syrah, this is still a cool wine, with crisp fruitiness to the front. Lively acidity and fresh red fruits are balanced by a warmer layer of caramel. Drink now.",,84,12.0,Southwest France,Côtes de Gascogne,,Roger Voss,@vossroger,Domaine d'Arton 2013 Rosé (Côtes de Gascogne),Rosé,Domaine d'Arton
27479,27479,Italy,"Lightly-scented with hints of black locust flower and citrus blossom, this easygoing, straightforward white offers flavors that suggest Bartlett pear and green apple. A note of white almond closes the finish.",Le Madri,86,19.0,Piedmont,Roero,,Kerin O’Keefe,@kerinokeefe,Michele Chiarlo 2015 Le Madri  (Roero),Arneis,Michele Chiarlo
99753,99753,Argentina,"Boysenberry and exotic notes of all-spice and cardamom set this Malbec apart from the field. In the mouth, this is typically angular, with sharp acidity and not much cushion. A one-note, linear flavor of rooty plum is neither fruity nor dry, while the finish fails to rise or fall; it just hums along on a singular beam of acid. Drink from 2018–2030.",Apartado Gran,89,100.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Rutini 2012 Apartado Gran Malbec (Mendoza),Malbec,Rutini
62190,62190,Chile,"Blatant green aromas of bell pepper and thyme are the dominant aromas. A raw, tannic, edgy mouthfeel and herbal, green flavors are patently Chilean and compounded by this cool vintage. Mint and leftover green flavors take up space on a bullish, tannic finish.",Single Vineyard Los Lingues,86,30.0,Colchagua Valley,,,Michael Schachner,@wineschach,Siegel 2013 Single Vineyard Los Lingues Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,Siegel
9136,9136,US,"A very sweet red blend, this has easy-to-like raspberry and vanilla flavors. Give it a slight chill and drink it with ham sandwiches.",Sweet Red,84,7.0,California,California,California Other,,,Barefoot NV Sweet Red Red (California),Red Blend,Barefoot
62326,62326,US,"This strengthens the argument that there's a place for different kinds of white wines to be made in the Napa Valley, emphasizing fruit freshness and acidity without sacrificing flavor or soul. Juicy apricot and green apple ride a wave of unoaked refreshment and refinement, all within a crisp framework of deliciousness. Lavender and honeysuckle seduce quietly.",,94,28.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Eighty Four 2016 Albariño (Napa Valley),Albariño,Eighty Four
44256,44256,France,"Exquisitely fresh and fruity, this delicious rosé has crisp red currant fruits that are tangy, bright and tight. It is very refreshing now, although in a few months the almost shocking acidity will soften. Drink from mid-2016.",Anciennes Vignes,88,26.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Patient Cottat 2014 Anciennes Vignes Rosé (Sancerre),Rosé,Patient Cottat
